check,comparisons,max_absolute_error,tolerance,passed
finite_gradient_Q_A_topsis_0_1,1,5.724587470723463e-17,2e-10,True
finite_hull_08_from_14,17,7.632783294297951e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,8.326672684688674e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.1449174941446927e-16,2e-10,True
finite_hull_08_from_14,17,5.551115123125783e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.9016906105395748e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.5352302762394743e-16,2e-10,True
finite_hull_08_from_14,17,3.3306690738754696e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.0061396160665481e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.214306433183765e-16,2e-10,True
finite_hull_08_from_14,17,6.661338147750939e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.9081958235744878e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.0122792321330962e-16,2e-10,True
finite_hull_08_from_14,17,2.0816681711721685e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.1076890233118206e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.7780915628762273e-16,2e-10,True
finite_hull_08_from_14,17,3.608224830031759e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.677613769070831e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.5561831257524545e-16,2e-10,True
finite_hull_08_from_14,17,7.632783294297951e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.5265566588595902e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.7694179454963432e-16,2e-10,True
finite_hull_08_from_15,17,9.71445146547012e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,8.917562868693274e-18,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,5.3952610608309914e-17,2e-10,True
finite_hull_08_from_15,17,1.249000902703301e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,3.0552817220641515e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.698037106230178e-16,2e-10,True
finite_hull_08_from_15,17,1.8041124150158794e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,4.607859233063394e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,9.551821139597294e-17,2e-10,True
finite_hull_08_from_15,17,3.7470027081099033e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.68665298341908e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.5305278705811673e-16,2e-10,True
finite_hull_08_from_15,17,9.020562075079397e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,3.3566899260151217e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,4.111294638065033e-16,2e-10,True
finite_hull_08_from_15,17,2.7755575615628914e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.1145598333150986e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.6555767173853653e-16,2e-10,True
finite_hull_08_from_15,17,5.551115123125783e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.2555061157382141e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.1297386637298956e-16,2e-10,True
finite_hull_08_from_15,17,1.1657341758564144e-15,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.3227266504323154e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.181414771040835e-16,2e-10,True
finite_hull_08_from_15,17,9.71445146547012e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.0207763453951024e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.1722935989999517e-16,2e-10,True
finite_hull_08_from_15,17,1.249000902703301e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.052029115546695e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.01950305037213e-16,2e-10,True
finite_hull_08_from_15,17,1.8041124150158794e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.472346550235315e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.5981140022436335e-16,2e-10,True
finite_hull_08_from_15,17,3.7470027081099033e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,9.75781955236954e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.244664094013359e-16,2e-10,True
finite_hull_08_from_15,17,9.020562075079397e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,9.367506770274758e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,8.933825901280557e-17,2e-10,True
finite_hull_08_from_15,17,2.7755575615628914e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.209969624493823e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.1839487723541708e-16,2e-10,True
finite_hull_08_from_15,17,5.551115123125783e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.0209528495129803e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.0729945537922845e-16,2e-10,True
finite_hull_08_from_15,17,1.1657341758564144e-15,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.85722573273506e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.949029909160572e-17,2e-10,True
finite_hull_08_from_16,17,4.163336342344337e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.625761157642014e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.3448582485430247e-16,2e-10,True
finite_hull_08_from_16,17,2.7755575615628914e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.0491421059976034e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.5981140022436335e-16,2e-10,True
finite_hull_08_from_16,17,8.326672684688674e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.2902005852577503e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.244664094013359e-16,2e-10,True
finite_hull_08_from_16,17,6.938893903907228e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.6479873021779667e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.489328188026718e-16,2e-10,True
finite_hull_08_from_16,17,2.0816681711721685e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.8449465006019636e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.654126918244515e-16,2e-10,True
finite_hull_08_from_16,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.649790109554573e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.220446049250313e-16,2e-10,True
finite_hull_08_from_16,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.734723475976807e-18,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,0.0,2e-10,True
finite_hull_08_from_16,17,3.608224830031759e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.1449174941446927e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,0.0,2e-10,True
finite_hull_08_from_16,17,4.163336342344337e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,7.665309359472516e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,9.904186845655083e-17,2e-10,True
finite_hull_08_from_16,17,2.7755575615628914e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,5.594483210025203e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,5.117434254131581e-17,2e-10,True
finite_hull_08_from_16,17,8.326672684688674e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.7296554733501353e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.41740524767431e-16,2e-10,True
finite_hull_08_from_16,17,6.938893903907228e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.8561541192951836e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.0469737016526324e-16,2e-10,True
finite_hull_08_from_16,17,2.0816681711721685e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.5214886562329184e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.7643499428696714e-16,2e-10,True
finite_hull_08_from_16,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.1337098754514727e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.7433970933566911e-16,2e-10,True
finite_hull_08_from_16,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,8.673617379884035e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,9.540979117872439e-17,2e-10,True
finite_hull_08_from_16,17,3.608224830031759e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.734723475976807e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.9081958235744878e-16,2e-10,True
finite_hull_09_from_00,17,4.163336342344337e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,7.719519468096792e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.474514954580286e-17,2e-10,True
finite_hull_09_from_00,17,5.898059818321144e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,6.938893903907228e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,7.632783294297951e-17,2e-10,True
finite_hull_09_from_00,17,9.367506770274758e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.5673907444456745e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.914335439641036e-16,2e-10,True
finite_hull_09_from_00,17,5.204170427930421e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.9081958235744878e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,7.28583859910259e-17,2e-10,True
finite_hull_09_from_00,17,8.673617379884035e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.42861286636753e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.983724378680108e-16,2e-10,True
finite_hull_09_from_00,17,1.8388068845354155e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.6653345369377348e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.5265566588595902e-16,2e-10,True
finite_hull_09_from_00,17,4.163336342344337e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.454633718507182e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.714842239903703e-16,2e-10,True
finite_hull_09_from_00,17,5.898059818321144e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.0816681711721685e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.7755575615628914e-17,2e-10,True
finite_hull_09_from_00,17,9.367506770274758e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.0816681711721685e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,5.551115123125783e-17,2e-10,True
finite_hull_09_from_00,17,5.204170427930421e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,6.938893903907228e-18,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.734723475976807e-17,2e-10,True
finite_hull_09_from_00,17,8.673617379884035e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.0816681711721685e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.469446951953614e-17,2e-10,True
finite_hull_09_from_00,17,1.8388068845354155e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.163336342344337e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,6.938893903907228e-17,2e-10,True
finite_hull_09_from_01,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.8041124150158794e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.222980050563649e-16,2e-10,True
finite_hull_09_from_01,17,5.551115123125783e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.8735013540549517e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.700029006457271e-16,2e-10,True
finite_hull_09_from_01,17,6.938893903907228e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.3183898417423734e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.0408340855860843e-16,2e-10,True
finite_hull_09_from_01,17,4.163336342344337e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,7.632783294297951e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.4224732503009818e-16,2e-10,True
finite_hull_09_from_01,17,5.551115123125783e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.5959455978986625e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.5959455978986625e-16,2e-10,True
finite_hull_09_from_01,17,7.979727989493313e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,9.71445146547012e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.249000902703301e-16,2e-10,True
finite_hull_09_from_01,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,7.28583859910259e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,9.80118763926896e-17,2e-10,True
finite_hull_09_from_01,17,5.551115123125783e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.5102810375396984e-17,2e-10,True
