train_position,source_recipe_id,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,coef_10,coef_11,coef_12,coef_13,coef_14,coef_15,coef_16
0,1,0.023093449408636526,0.023049880453010353,-0.07925413070700725,0.02458836314894866,0.02198350226863739,0.008229355560099716,0.022179868116300537,-0.002555217894982605,0.023601166835848723,-0.2140382785117556,0.07312723891033526,0.05247049738425169,0.004629991755290628,-0.03724118425390776,0.016434666258086657,0.02190771007993407,0.017793121188277437
1,2,-0.04601511376375052,-0.046499572735252036,0.5060861436276634,-0.044108914801075864,-0.046479729792038973,-0.06513697483623378,-0.03477400593798457,0.0020803659530419017,-0.04541776342018933,-0.16270733466051707,-0.03734134090369999,-0.03490666410705146,-0.03720904298757431,0.03980804895257716,0.1565001012752911,-0.05180626126949418,-0.05207194059371736
2,3,0.04278922189455518,0.012961302400820524,-0.07273116638781402,0.014310629003890513,0.013338446348637895,0.007095777501789711,0.015002309082243521,0.005665653123601632,0.012751993036354149,-0.09904128562760972,0.009512297656395415,0.024611145922587615,0.0005329782278071074,-0.015636894665652712,0.002646744236076773,0.012969555353279484,0.01322129289303952
3,4,0.017924273608152408,0.018221332521986777,-0.0461093539944467,0.017669322081569083,0.017113974986475072,0.0023528440524325112,0.029533992929117063,-0.05985711465733432,0.02744624482814593,-0.12573607251827157,0.03965274222649061,0.0167296276294759,0.0011043772613048989,0.002147450965745243,-0.016298059304771156,0.01937391911816151,0.03873049826576948
4,5,0.02353665505939654,0.014878373381140775,-0.057684868223142116,0.018264968251800774,0.015951313161756096,0.049283306509258974,0.016484451904462624,-0.08411573540170732,0.035994797231355895,-0.11936262830924993,0.04473228622682979,0.016946224642334817,-0.0046629001357794365,0.00046849937999961244,-0.0038518718014121304,0.012485887949670612,0.020651240173287264
5,6,0.014390898685931297,-0.007866063708108106,-0.07521634339937891,-0.008467029235573067,0.002164244659960973,-0.01748508317431928,0.0012071084104836025,-0.06725940996643688,-0.008944098104359602,-0.04261523622752035,-0.022697520324049803,-0.0088683938439518,0.009391271053130217,0.28871017073583305,-0.035979145882612834,-0.011262478304947922,-0.009202891374079165
6,7,-0.0763512029027864,-0.07202115244271298,-0.014582037535988286,-0.06277798217960019,-0.07954708606879175,-0.08173799200921518,-0.07442414804968359,-0.18231291570157673,-0.07179492512455452,1.2778564818547817,-0.08566561606670128,-0.06969963858085873,-0.08979908091579754,-0.10949428402071146,-0.0880546303686287,-0.08311723677250915,-0.03647655311468295
7,8,-0.01432903573015534,0.014631745708397762,0.13801204529712802,-0.013308427589728332,-0.014189400115708555,-0.03410152213453881,-0.012112002989166077,0.2450110412143479,-0.012980169473236682,-0.11828179940805811,-0.02196360440682455,0.00210797417819011,-0.024849019583889142,-0.04760640991207673,-0.055596156335466974,-0.013617234728059336,-0.016828023991155884
8,9,0.014802639750858385,0.014896781013294055,-0.025767934937005514,0.04950832385498925,0.015385429645746582,0.009773696459789608,0.01660360366386789,-0.009432004800481507,0.014759939085778554,-0.16826296086099177,0.019020494020854803,0.017196102096565684,-0.0003809227834172838,-0.011946089061809675,-0.0053421916024428105,0.03518779336083774,0.013997301093568917
9,10,0.021200990408913253,0.021209216735590557,-0.059230351525685086,0.032911258388101605,0.07202471080140493,0.01173031758617298,0.02294058946643867,-0.03379881646324815,0.02412224174824032,-0.17570491603971555,0.022201404404560213,0.023965205999375398,-0.010166297053321479,-0.013193498381213217,0.0013391045290472062,0.021764411801470783,0.01668442759387119
10,11,0.007267437487470923,0.0544157133918251,-0.03298061409561193,0.007374175379277146,0.008808241645925476,-0.007602222606983733,0.010149040999383446,-0.08235835743897166,0.00873589555172882,0.03824040303138943,0.009091014356008597,0.01002407724277791,0.0042468775146006265,-0.025261810956147854,-0.028727965990410928,0.011965784499201645,0.006612309988537326
11,12,-0.03168084156062736,0.0006376774554070476,0.5578870331161135,-0.021665266497184595,-0.03178969355648861,-0.05154618294641606,-0.02606236615628202,0.07985379372211138,-0.026728787220554415,-0.14045716935051397,0.003498673556596214,-0.028304130282746812,-0.04277719870559857,-0.07092141172344733,-0.1103482408400733,-0.026045109673823567,-0.033550779336477925
12,13,0.0038323428968729846,0.0047007750347554215,-0.04671230370828295,0.03805845791266494,0.0034988953557875953,-0.0015568824418391465,0.005206812309923101,-0.04524698377798232,0.004497180565024816,0.007200630742238657,0.007252551046496229,0.01223978406976116,-0.007820556641795267,-0.020757180335444228,0.02835874515623905,0.0036283498875560416,0.003619381928024639
13,14,-0.025205993663014327,-0.026052569398234002,0.2666535963484418,-0.015201608036864498,-0.023681639593454998,-0.025673771057937347,-0.02294051661428643,0.039553993168929165,-0.024643186278873894,-0.263363858418546,-0.01356047062231101,-0.022378315446510387,-0.00980420095188638,-0.061875846164885256,0.246502183327407,0.010514617613928953,-0.02884241421190319
14,15,0.012675459787020942,0.011925080932301192,-0.05891112254714549,0.013049673640433431,0.024313032983009124,0.008143454150454576,0.01601898091865287,-0.032595317260255684,0.03045496900241043,-0.1408708270887891,0.017247020456543576,0.013699807717951555,-0.013343505210685768,-0.016828440496578955,0.06362657790020872,0.0342961377262162,0.017099017388255307
15,16,-0.011818572777313642,-0.013158863462922363,0.22496790606039652,-0.009434197243303176,-0.020790463695247913,0.12823277719335302,-0.011904174799629567,-0.06207341005383826,-0.009330001379834007,-0.1690813317578035,-0.019750241633231233,-0.016305121520689202,0.06396392820524353,0.02188451398344375,-0.0633963602123272,-0.019833472774164397,-0.012172914132133146
16,17,0.030615847530543132,0.016975027837681945,-0.026662598410032035,0.00688739834683061,0.006257111879097676,-0.0010638075992664164,0.010275333118887455,-0.0633903629025411,0.013922858450262551,-0.04553242173993256,0.004426904959253837,0.009819914135692533,0.05338847197341776,-0.02058823847967186,-0.012978935080447016,0.004240468559335622,0.013407027420889207
17,18,-0.019195337089722958,-0.017390192515992234,0.27668620429041835,-0.007572419704157331,-0.020989438927862213,-0.032536672984091804,-0.01598639877854882,0.2107540089982989,-0.01309399320707397,-0.25645391370818,-0.0275207012483159,-0.0023508225391896897,0.07131929558828407,-0.04785665433789081,-0.05777803963871981,-0.01735296483162529,-0.022681959365631305
18,19,-0.02790731088232597,-0.023704614875926074,0.4147882123505798,-0.0325623774717527,-0.030688822371071848,-0.03942281258907544,-0.032200949177987284,-0.10183175450256315,-0.02891468767435971,0.003255879519164632,-0.04756119449936721,-0.018213858492354566,-0.023967470389987533,0.0223672551873455,0.0417952783690319,-0.03801664302488987,-0.037214129474466756
19,20,0.005358286820546324,0.006090536938128194,0.1378320270464277,0.023882771683701117,0.007229539844589002,-0.007083765377595648,0.007643515978845151,-0.05640395063737146,0.006599379819453496,-0.21650378458020614,0.041800867726568415,0.015350541606445585,0.01511819515017084,-0.02033647964221713,0.015387315373053408,0.016079419837691677,0.001955582411770704
20,21,0.04399438863055669,0.010697266330847272,-0.13172185089665264,0.011927035848754361,0.014455091981650217,-0.0004006964295651931,0.013272938370926414,-0.018320543395645372,0.010073382534542196,-0.19185460249260722,0.007680437638981131,0.013062518758955467,0.0800690934895686,-0.017374422909303328,0.1306823718988868,0.007664478787298033,0.016093111852811256
21,22,-0.008469074772409903,-0.0045989080507693215,0.0313142053974054,-0.005358974740068536,-0.012732954985439563,-0.015253660760000249,-0.002319472322376499,0.18356178671954143,-0.008504726428964535,-0.29551132807248326,0.077929639721046,-0.0107352596058873,-0.028380609036924947,0.1601561816424081,-0.052726698740482275,-0.011250565593989686,0.002880419629398286
22,23,0.011576113002699066,0.013269637948479544,-0.06124177215198173,0.02747320853072529,0.004961201073097796,-0.01096440953963665,0.01430157200969518,-0.042851795902588134,0.010094589508635036,-0.20333870806763157,0.007813789995885664,0.01046466113883739,0.1896641287688465,-0.007775258319978596,-0.014705519436762765,0.017986468155683465,0.0332720932859986
23,24,-0.019868259693805276,0.01629698884494703,-0.06936522953122827,-0.0202864946858449,-0.021651029204060798,-0.0337779161252862,-0.017574128491882238,-0.12766605172963247,-0.018330142268991795,0.45703508100218115,-0.02620026531894156,-0.01922144504094599,-0.028288148791348968,-8.836288222277021e-05,-0.052772052530510566,-0.024399059400097407,0.006156515847665891
24,25,0.0018132038749041073,0.017695777898807295,-0.02318996177213209,0.006812470734927088,0.0030972271228442106,-0.013063325802780936,0.003416201468943526,0.06096035403215354,0.029910371216075787,-0.05888894625986422,0.000476736962359924,0.0041505631326156376,0.018966585444265188,-0.02473919248115499,-0.029817012592125793,0.0005057424627186902,0.0018932045574442443
25,26,0.03065530762722298,0.014569962432912979,-0.021603656804367353,0.035348128774898,0.01811545356358458,0.006902147321823265,0.016745538803211855,-0.028106973424765026,0.014622617899628362,-0.16433969030898982,0.015093613351863726,0.016309158593088468,0.028507810516646574,-0.010652408883114407,-0.003159049096204331,0.015421297128604015,0.015570742503958991
26,27,0.001403551395355558,0.012511414846069702,-0.1461219926025692,0.011811433908352485,0.00943557015223957,-0.004608477488786184,0.0015267516776907696,0.04468637064690827,0.0005223675825809175,-0.10035272363266162,0.03113520577324776,0.0035781400616987607,-0.015065726799568208,-0.045930302112313116,0.1802703483442505,0.017672954565087492,-0.0024748863175800954
27,28,-0.026930663884972963,-0.015079624356255908,-0.08274264922822336,-0.026637395033484095,-0.027694496569241972,0.05620251522990867,-0.028147187265680104,0.6916060663916171,-0.012615276194012048,-0.2436648049197806,-0.023028729283752127,-0.026056461919473223,-0.05589256861653248,-0.06157876578537991,-0.06313376460567299,-0.025221722747187262,-0.029384471211873486
28,29,0.02470687397067177,0.022514636577126105,-0.11142570177941599,0.02543488736104961,0.01779784258544989,0.005678342323688005,0.02343072597731421,-0.07988454356538523,0.024316620198387262,-0.18047194023452023,0.09310835904062285,0.021762087399422796,0.005410096966460242,0.00093243359262701,0.0017034595187458825,0.017309649567599374,0.08767617050016102
29,30,0.026819025769361328,0.02551084080263602,-0.09832813464159099,0.02760033420762798,0.03520395860736494,0.007688765932746994,0.03182086453531907,-0.07191123821719231,0.026862597969146997,-0.19173464625510564,0.09201542922665701,0.02475783366550971,0.0104588759250019,-0.03461887796433305,0.0016927943515563616,0.021776741278020942,0.06438483480727737
30,31,0.03375025404020156,0.03011397719104315,-0.12601551944196937,0.03269807353025294,0.05584675938891507,0.01460368589943768,0.030434741267922973,-0.05946315807151987,0.031105584506352216,-0.27219305731668125,0.12356020600091347,0.03318229708762444,0.001064290125816659,-0.04008169980116162,0.041454041516017726,0.046044744170879934,0.023894779905960447
31,32,0.006151396515942882,0.05439281705989999,-0.03024172734949265,0.006058424988515001,0.007239354163304612,-0.008688974646615513,0.008895228164278462,-0.08634166175997442,0.007669850817443294,0.05438973430288651,0.002710464721250049,0.009881542894649951,0.004564156974494559,-0.02123898622756997,-0.028886250462862837,0.005737933952361699,0.0077066958914884486
32,33,0.029261587648926814,0.02880861682729908,-0.08488350432085143,0.03165408497299932,0.027697800250311676,0.008494318835518728,0.04347757073462841,-0.07735165548161638,0.029470797482395852,-0.22895282776927026,0.12957724868687376,0.03658116035092691,0.01418328033421491,-0.04468995020663208,0.005026405369043989,0.027222284790787178,0.024422781494448563
33,34,-0.007746355673231739,-0.007368454018797393,0.002816331407582954,-0.008174900936810519,-0.010093490265406525,-0.02511148173332541,0.021096248122887924,-0.0613865950557878,-0.008042220498392504,-0.07832874822158148,-0.018122384430684348,-0.010810115059027613,0.007055315798604833,0.28624219842241727,-0.058260401637426906,-0.013025289649972056,-0.010739656571047956
34,35,0.01237326307434308,0.01118785206212085,-0.05327662050836752,0.011832353497043232,0.0422092132196926,0.1455352362058344,0.011487533784274615,-0.11756062042483824,0.034621932063079945,-0.09348450531083582,0.0049346813683546625,0.01324732304868906,-0.014395337743489571,-0.017404953423059498,-0.010703261051787412,0.010748609531222584,0.00864730060772555
35,36,0.02878165981479543,0.0049180151801650855,0.14350133042753774,0.010213220974346427,0.001652532851181748,-0.0044547478354629005,0.007028887195765985,-0.06065097351316993,0.011108662626948694,-0.1920490476506628,0.016720469952518177,0.005442294084833606,0.07527145882623512,-0.02312085466603736,-0.029166053877055592,0.0009647042145396242,0.0038384413935218403
36,37,-0.016643926646222777,-0.01552056312806089,0.4502526666150529,-0.007754055460953931,0.010342759013211668,0.0233455403912268,-0.012978197270844715,-0.09279681843487349,-0.013460882841859145,-0.1720202277220679,-0.027226878339696604,-0.015457152919647877,-0.052786370652461466,-0.03899926769904045,-0.006703004888022468,-0.00966257491639684,-0.0019310450993469982
37,38,0.008487327052796822,0.007965335163474327,-0.059373831861132285,0.007271319821324359,0.0048303785937550015,-0.0018446494308021009,0.006597614250391128,-0.05848584179825172,0.007182210995116646,-0.14712810363047005,-0.005191070047370187,0.030092170179511442,-0.010968263610023735,0.18521791317417247,-0.007972948425543342,0.004281293040200043,0.02903914653285397
38,39,-0.027259948271258917,-0.022289965759454647,0.5599325036878031,-0.02448015790443283,0.005279240722342552,-0.024654423887227543,-0.02273884079929753,-0.012952741551550595,-3.972838528091514e-05,-0.14483964267444666,-0.03553424006926867,-0.02410537567517524,-0.057812312517654556,-0.05482337238331961,-0.05816214892366858,-0.02792805456296355,-0.0275907910451522
39,40,0.01174022014576566,0.034954873563052165,-0.02885197392667887,0.024957722565614526,0.010777063420583414,-0.0002612868164899922,0.012272619046880635,-0.055915497013218136,0.013034328084468985,-0.04148715731080998,0.010178834717295688,0.014012510552656888,0.003345658711590394,-0.01852961248223256,-0.013171619273079326,0.013121585047163861,0.00982173096743795
40,41,0.005313439775082534,0.0024937645668466867,-0.006876706573696708,0.00328717230254309,0.004131549779988962,-0.01122472686372649,0.03356749788844828,0.17935019156373166,0.0013663336775293136,-0.20329507921473824,0.009657364952628698,0.002715685301239125,0.003519547577882619,0.011685097145751186,-0.03988985874161826,0.002801972788669182,0.0013967540734410645
41,42,-0.014115098805861067,-0.018865808483960717,-0.17809714791954243,-0.014902100606370636,-0.009440708567185903,-0.01720542727846893,-0.005139675641809322,-0.10111826134283403,-0.018471168107010126,-0.15628252530971948,-0.024884251304195464,-0.01654448645188612,-0.036249273479718125,0.3152883879533777,0.3181871605448817,-0.020854171537766225,-0.0013054436619269502
42,43,-0.003055186920134245,-0.016038848515709626,0.3416365310696006,-0.014305856113806498,-0.0061087229594168485,0.03242001405351736,-0.01419958306725425,-0.12828155780247455,-0.007602190924227056,-0.05615633589527295,0.022977361701040706,-0.014423349026115452,-0.04598787611040142,0.0022222417047551746,-0.056086735941088095,-0.018502413686593663,-0.01850749156642327
