dataset,role_plot,index,pc1,pc2,nearest_train_aitchison
A4_A5_train_1m,train,1,-5.7969360729180455,-1.1242934427220685,0.0
A4_A5_train_1m,train,2,-5.086677588836922,-2.023105969359709,0.0
A4_A5_train_1m,train,3,1.2606542337394346,-1.774077342499567,0.0
A4_A5_train_1m,train,4,0.18407684152979803,-2.6548519388371496,0.0
A4_A5_train_1m,train,5,1.8959343631860412,-1.5937784364813394,0.0
A4_A5_train_1m,train,6,2.656498224440357,1.7120653134262254,0.0
A4_A5_train_1m,train,7,-1.2728934765718392,0.11067449334979595,0.0
A4_A5_train_1m,train,8,-4.988417743062187,5.329219737347736,0.0
A4_A5_train_1m,train,9,4.513974797762965,-0.2663183263234324,0.0
A4_A5_train_1m,train,10,2.371258118886055,-1.8684783287552116,0.0
A4_A5_train_1m,train,11,0.30391387077123994,2.158614577132547,0.0
A4_A5_train_1m,train,12,4.757111637462773,3.6365217033117094,0.0
A4_A5_train_1m,train,13,-0.6335917689899186,4.16483764106927,0.0
A4_A5_train_1m,train,14,-1.2737085602850577,-0.20941211240085478,0.0
A4_A5_train_1m,train,15,0.4120664969850941,-5.280894917031841,0.0
A4_A5_train_1m,train,16,4.071225327333609,0.4469697563620536,0.0
A4_A5_train_1m,train,17,-1.0035601293238297,0.4128899604878427,0.0
A4_A5_train_1m,train,18,-1.9913671797592283,-0.818789633707919,0.0
A4_A5_train_1m,train,19,0.32145958280677966,3.7074858354571774,0.0
A4_A5_train_1m,train,20,-2.381963064602259,-1.5259303007562748,0.0
A4_A5_train_1m,train,21,3.62524912943712,3.5946699761474634,0.0
A4_A5_train_1m,train,22,-1.0131651484019673,4.300661978559186,0.0
A4_A5_train_1m,train,23,2.898148559016975,1.694197605226107,0.0
A4_A5_train_1m,train,24,-2.687669392021223,5.667517764961168,0.0
A4_A5_train_1m,train,25,5.697746552029399,1.235335361155621,0.0
A4_A5_train_1m,train,26,5.812606070241709,0.4219757904892093,0.0
A4_A5_train_1m,train,27,0.19918971839761368,3.4480613197569827,0.0
A4_A5_train_1m,train,28,-1.5540447591937563,0.8871876519144377,0.0
A4_A5_train_1m,train,29,-2.168694175785173,-0.7055390258594019,0.0
A4_A5_train_1m,train,30,-2.068235735376821,2.794317337934218,0.0
A4_A5_train_1m,train,31,0.09161011196197963,0.7020161487032499,0.0
A4_A5_train_1m,train,32,-3.6902591851237396,5.061180453125836,0.0
A4_A5_train_1m,train,33,-7.702504315790733,-3.714391394151062,0.0
A4_A5_train_1m,train,34,0.20760000458063288,-0.5354528111952316,0.0
A4_A5_train_1m,train,35,3.3733690749522807,-0.9612424786849247,0.0
A4_A5_train_1m,train,36,7.594866765498031,-3.7337698793353136,0.0
A4_A5_train_1m,train,37,1.432688331284297,1.2193497417129013,0.0
A4_A5_train_1m,train,38,-4.582897708206837,1.7026499338926815,0.0
A4_A5_train_1m,train,39,0.20813231921278458,3.0464083121447274,0.0
A4_A5_train_1m,train,40,4.910987491602065,0.8380568849898969,0.0
A4_A5_train_1m,train,41,-2.7879572328787368,-3.0917362850563594,0.0
A4_A5_train_1m,train,42,-1.1971682796442404,0.9796925595097437,0.0
A4_A5_train_1m,train,43,-1.3447555038312562,-3.7474098715271023,0.0
A4_A5_train_1m,train,44,2.565016070749784,1.163197656690395,0.0
A4_A5_train_1m,train,45,2.520344269518341,-0.9152042058894039,0.0
A4_A5_train_1m,train,46,1.3679567220784377,-0.5508433367535053,0.0
A4_A5_train_1m,train,47,-1.9784674136805402,4.20319295070277,0.0
A4_A5_train_1m,train,48,7.548163095287785,-1.5558422274201682,0.0
A4_A5_train_1m,train,49,-1.2404218849536626,4.152661866779113,0.0
A4_A5_train_1m,train,50,3.1656492283236446,4.427749470834365,0.0
A4_A5_train_1m,train,51,-3.3094083169505826,-8.024037623405333,0.0
A4_A5_train_1m,train,52,4.970734714479034,0.4226996734880668,0.0
A4_A5_train_1m,train,53,-0.8277193652844712,5.194025295375684,0.0
A4_A5_train_1m,train,54,-4.962028379317787,-2.305327332459635,0.0
A4_A5_train_1m,train,55,2.2639139993571944,-2.344265174383787,0.0
A4_A5_train_1m,train,56,-1.6544213750997172,-2.6945979483321203,0.0
A4_A5_train_1m,train,57,-5.952679344772689,-1.2613245740843126,0.0
A4_A5_train_1m,train,58,-5.555495888868197,-1.6649074919772568,0.0
A4_A5_train_1m,train,59,8.368656839071335,-4.463592025815182,0.0
A4_A5_train_1m,train,60,7.26781868578787,-7.3989946085014155,0.0
A4_A5_train_1m,train,61,0.5650849767442211,-2.621205606074157,0.0
A4_A5_train_1m,train,62,3.4107241947748212,0.30722664485588885,0.0
A4_A5_train_1m,train,63,-0.25382443625624945,-3.9113646097591337,0.0
A4_A5_train_1m,train,64,0.9949772758926035,1.5108405745888676,0.0
A4_A5_train_1m,train,65,-2.0503416714835474,0.01851811914002574,0.0
A4_A5_train_1m,train,66,-3.540101055782618,-4.649380245113854,0.0
A4_A5_train_1m,train,67,0.57492078966085,5.325142856725993,0.0
A4_A5_train_1m,train,68,-5.303976820784918,-4.8242755257852,0.0
A4_A5_train_1m,train,69,-5.808693521748161,-0.17094512476007323,0.0
A4_A5_train_1m,train,70,2.707813716170862,-0.6727806628048926,0.0
A4_A5_train_1m,train,71,-2.3287240900657578,2.3300601279211692,0.0
A4_A5_train_1m,train,72,0.456700343025897,-0.18559828679139592,0.0
A4_A5_train_1m,train,73,-0.15068626187747958,1.8954528016491934,0.0
A4_A5_train_1m,train,74,3.788750878582479,-2.639715420286956,0.0
A4_A5_train_1m,train,75,-1.6589216824019282,3.3561274161811765,0.0
A4_A5_train_1m,train,76,2.042241143253241,2.304079510665361,0.0
A4_A5_train_1m,train,77,6.139360747597574,1.5691192493445287,0.0
A4_A5_train_1m,train,78,6.827130291783983,4.537686447312876,0.0
A4_A5_train_1m,train,79,5.408023036172834,-4.014113458125133,0.0
A4_A5_train_1m,train,80,-7.578239464101571,4.026684953253984,0.0
A4_A5_train_1m,train,81,4.0505191685921735,5.456696089869787,0.0
A4_A5_train_1m,train,82,0.255049861988087,1.937515877421727,0.0
A4_A5_train_1m,train,83,0.7762180796079042,-5.604378117356783,0.0
A4_A5_train_1m,train,84,-1.1930378995195565,-7.014809772292655,0.0
A4_A5_train_1m,train,85,-4.056806503482543,-2.565451279365486,0.0
A4_A5_train_1m,train,86,-6.208900239230499,3.2496114513017624,0.0
A4_A5_train_1m,train,87,2.7719908821488968,-4.4785376588527095,0.0
A4_A5_train_1m,train,88,5.450182275141399,1.6623024050665158,0.0
A4_A5_train_1m,train,89,-5.499027463486355,5.483658532837914,0.0
A4_A5_train_1m,train,90,0.5767356247859036,-2.9018190882499786,0.0
A4_A5_train_1m,train,91,2.824223437107002,-8.574784410943874,0.0
A4_A5_train_1m,train,92,1.6827350959437801,3.8059321917230076,0.0
A4_A5_train_1m,train,93,-2.7789694308961224,3.517864574674465,0.0
A4_A5_train_1m,train,94,-2.191592178925565,-5.363476225056311,0.0
A4_A5_train_1m,train,95,-5.251284059999945,2.666144130313866,0.0
A4_A5_train_1m,train,96,-1.9899209186821676,-4.681501866927205,0.0
A4_A5_train_1m,train,97,-0.6546235911846386,-3.983180427422224,0.0
A4_A5_train_1m,train,98,0.9561101850775899,2.114332778133318,0.0
A4_A5_train_1m,train,99,3.6128858691718966,-3.28438827456531,0.0
A4_A5_train_1m,train,100,-3.7251167473524873,-3.9500995053188634,0.0
A4_A5_train_1m,train,101,-4.167196230823985,0.40292756175070704,0.0
A4_A5_train_1m,train,102,-2.7982298042998996,2.714795237349069,0.0
A4_A5_train_1m,train,103,5.502712219993876,-2.11898311148032,0.0
A4_A5_train_1m,train,104,-0.7796279969642588,-1.1413671441564026,0.0
A4_A5_train_1m,train,105,1.6658101654159707,0.07776875573896058,0.0
A4_A5_train_1m,train,106,4.4170557751541475,0.35064685115469996,0.0
A4_A5_train_1m,train,107,1.7323259201996613,-5.238948226865834,0.0
A4_A5_train_1m,train,108,-5.053111206178855,-3.042440689343693,0.0
A4_A5_train_1m,train,109,-3.8292462097525464,1.8172190626751714,0.0
A4_A5_train_1m,train,110,0.4264441106483747,6.998246939375623,0.0
A4_A5_train_1m,train,111,-1.4535694865569462,-5.631877128056611,0.0
A4_A5_train_1m,train,112,-0.13265548252475223,4.311935737574295,0.0
A4_A5_train_1m,train,113,3.42308733374606,-4.744915856418864,0.0
A4_A5_train_1m,train,114,1.620655349388509,-2.3362326786363115,0.0
A4_A5_train_1m,train,115,4.808453401366505,1.9649363202226282,0.0
A4_A5_train_1m,train,116,-3.0521827069997713,-0.4061224685720915,0.0
A4_A5_train_1m,train,117,-2.5480817283912716,3.819025880003954,0.0
A4_A5_train_1m,train,118,-1.3285048919033824,-4.529461899689844,0.0
A4_A5_train_1m,train,119,4.087268745057502,4.94974924987485,0.0
A4_A5_train_1m,train,120,-2.0493466184931766,-0.9175400475318635,0.0
A4_A5_train_1m,train,121,-1.3828320009694004,-0.7039486097546951,0.0
A4_A5_train_1m,train,122,-9.162173089811851,3.4587478217333225,0.0
A4_A5_train_1m,train,123,2.1783425524942546,0.08511936683552737,0.0
A4_A5_train_1m,train,124,1.1592751291888241,2.924356259174787,0.0
A4_A5_train_1m,train,125,2.0816248421135244,-0.29967415861426433,0.0
A4_A5_train_1m,train,126,-3.897451763319863,4.131149263992803,0.0
A4_A5_train_1m,train,127,-3.352719489465893,1.04150120489425,0.0
A4_A5_train_1m,train,128,-4.625874794228799,-0.3726517107481071,0.0
A4_A5_train_1m,train,129,5.832932377668024,-4.682767419361671,0.0
A4_A5_train_1m,train,130,-9.095022498054961,-1.70691788194602,0.0
A4_A5_train_1m,train,131,2.646469931927035,3.0216268718016344,0.0
A4_A5_train_1m,train,132,3.5953669554140846,1.712498932199503,0.0
A4_A5_train_1m,train,133,2.7439573856203383,-4.1970400276275575,0.0
A4_A5_train_1m,train,134,5.070938821428196,0.440054958000051,0.0
A4_A5_train_1m,train,135,2.1826178245532493,-3.721143417743614,0.0
A4_A5_train_1m,train,136,-5.729415689196778,3.092337591690012,0.0
A4_A5_train_1m,train,137,0.1280058721794441,1.212713530191069,0.0
A4_A5_train_1m,train,138,-1.3757462181503124,-4.362682961067252,0.0
A4_A5_train_1m,train,139,0.26297748740225363,-1.774842480529459,0.0
A4_A5_train_1m,train,140,0.3841160429602055,-2.582354903990884,0.0
A4_A5_train_1m,train,141,1.0824645237000334,-1.2261280107839936,0.0
A4_A5_train_1m,train,142,-2.285619011632995,-0.40228400238418427,0.0
A4_A5_train_1m,train,143,0.1995146365459925,0.05818745292796251,0.0
A4_A5_train_1m,train,144,-1.039058732832433,0.5857584229656871,0.0
A4_A5_train_1m,train,145,4.606458018620241,1.9883297892833875,0.0
A4_A5_train_1m,train,146,-2.8827007388204096,-0.28298118729703253,0.0
A4_A5_train_1m,train,147,2.27997416174504,2.446844235140754,0.0
A4_A5_train_1m,train,148,-1.7831621553202703,-0.911750255846974,0.0
