N_params_B,D_tokens_B,predicted_loss,N_term,D_term,dL_dN_B,dL_dD_B,N_marginal_benefit,D_marginal_benefit,d2L_dN_B2,d2L_dD_B2,elasticity_N,elasticity_D,dL_dN_individual,dL_dD_individual,varying
0.070542,1.0,3.8020297121378226,0.8719265656710506,1.240305583546645,-4.202242826394356,-0.3471344055473152,4.202242826394356,0.3471344055473152,79.82346657028347,0.44428973332558125,-0.07796746367161607,-0.09130239157234962,-4.2022428263943554e-09,-3.4713440554731517e-10,N
0.08020198930869299,1.0,3.7648033293455274,0.834700182878755,1.240305583546645,-3.53829770966474,-0.3471344055473152,3.53829770966474,0.3471344055473152,59.11619040360146,0.44428973332558125,-0.07537671699064194,-0.0922051898014181,-3.53829770966474e-09,-3.4713440554731517e-10,N
0.0911848131477943,1.0,3.729166304683101,0.7990631582163289,1.240305583546645,-2.9792544599239346,-0.3471344055473152,2.9792544599239346,0.3471344055473152,43.78065897147931,0.44428973332558125,-0.07284812181927679,-0.09308633007634508,-2.9792544599239346e-09,-3.4713440554731517e-10,N
0.10367161987460755,1.0,3.695050781456568,0.764947634989796,1.240305583546645,-2.5085388130942974,-0.3471344055473152,2.5085388130942974,0.3471344055473152,32.42336975523716,0.44428973332558125,-0.07038178841192956,-0.09394577397674539,-2.5085388130942974e-09,-3.4713440554731517e-10,N
0.11786836421987126,1.0,3.662391800072883,0.732288653606111,1.240305583546645,-2.1121952023397186,-0.3471344055473152,2.1121952023397186,0.3471344055473152,24.01231345032233,0.44428973332558125,-0.06797770610121184,-0.09478352521988692,-2.1121952023397187e-09,-3.4713440554731517e-10,N
0.13400920426122376,1.0,3.631127174349941,0.7010240278831688,1.240305583546645,-1.7784730096656556,-0.3471344055473152,1.7784730096656556,0.3471344055473152,17.783197785708172,0.44428973332558125,-0.06563574928163328,-0.09559962757555045,-1.7784730096656556e-09,-3.4713440554731517e-10,N
0.15236036357666524,1.0,3.601197373107458,0.6710942266406854,1.240305583546645,-1.4974781888556221,-0.3471344055473152,1.4974781888556221,0.3471344055473152,13.169998140323761,0.44428973332558125,-0.06335568358623278,-0.09639416271365721,-1.4974781888556222e-09,-3.4713440554731517e-10,N
0.1732245222795538,1.0,3.572545406813256,0.6424422603464839,1.240305583546645,-1.260879931216882,-0.3471344055473152,1.260879931216882,0.3471344055473152,9.75352425959783,0.44428973332558125,-0.06113717220231206,-0.09716724800342351,-1.260879931216882e-09,-3.4713440554731517e-10,N
0.19694580935993058,1.0,3.5451167190691226,0.6150135726023506,1.240305583546645,-1.0616636774926476,-0.3471344055473152,1.0616636774926476,0.3471344055473152,7.22332945448881,0.44428973332558125,-0.058979782275471244,-0.09791903428174455,-1.0616636774926475e-09,-3.4713440554731517e-10,N
0.22391547867479006,1.0,3.518859082729608,0.588755936262836,1.240305583546645,-0.8939231533484822,-0.3471344055473152,0.8939231533484822,0.3471344055473152,5.349501064370859,0.44428973332558125,-0.05688299135446904,-0.09864970360735223,-8.939231533484821e-10,-3.4713440554731517e-10,N
0.2545783622058686,1.0,3.493722500455975,0.5636193539892028,1.240305583546645,-0.7526852627940905,-0.3471344055473152,0.7526852627940905,0.3471344055473152,3.96176885160919,0.44428973332558125,-0.05484619383296896,-0.09935946701605801,-7.526852627940906e-10,-3.4713440554731517e-10,N
0.2894402070236121,1.0,3.4696591095159355,0.5395559630491634,1.240305583546645,-0.6337626480590262,-0.3471344055473152,0.6337626480590262,0.3471344055473152,2.93403295834781,0.44428973332558125,-0.0528687073479184,-0.10004856229110794,-6.337626480590262e-10,-3.4713440554731517e-10,N
0.3290760169716427,1.0,3.4466230906479067,0.5165199441811348,1.240305583546645,-0.5336295446834978,-0.3471344055473152,0.5336295446834978,0.3471344055473152,2.17290551849702,0.44428973332558125,-0.050949779098075375,-0.10071725176136384,-5.336295446834977e-10,-3.4713440554731517e-10,N
0.37413953665769273,1.0,3.4245705808162517,0.49446743434947965,1.240305583546645,-0.4493172512315611,-0.3471344055473152,0.4493172512315611,0.3471344055473152,1.6092247290137953,0.44428973332558125,-0.049088592049989443,-0.10136582013870339,-4.493172512315611e-10,-3.4713440554731517e-10,N
0.4253740341779312,1.0,3.403459589691384,0.47335644322461184,1.240305583546645,-0.3783261145595432,-0.3471344055473152,0.3783261145595432,0.3471344055473152,1.191770284729513,0.44428973332558125,-0.047284271002508864,-0.10199457240471961,-3.7832611455954316e-10,-3.4713440554731517e-10,N
0.4836245604226424,1.0,3.3832499196957038,0.45314677322893143,1.240305583546645,-0.31855142121831526,-0.3471344055473152,0.31855142121831526,0.3471344055473152,0.8826091135417102,0.44428973332558125,-0.045535888484576424,-0.10260383175551427,-3.1855142121831526e-10,-3.4713440554731517e-10,N
0.5498518871656335,1.0,3.363903089463124,0.433799942996352,1.240305583546645,-0.2682209978508838,-0.3471344055473152,0.2682209978508838,0.3471344055473152,0.653648490223673,0.44428973332558125,-0.043842470464657696,-0.10319393761213183,-2.6822099785088384e-10,-3.4713440554731517e-10,N
0.6251483538292478,1.0,3.34538226056645,0.415279114099678,1.240305583546645,-0.2258426705898103,-0.3471344055473152,0.2258426705898103,0.3471344055473152,0.4840833186700334,0.44428973332558125,-0.04220300185358043,-0.10376524370298339,-2.258426705898103e-10,-3.4713440554731517e-10,N
0.7107558842981536,1.0,3.3276521673730834,0.39754902090631117,1.240305583546645,-0.19016002575418606,-0.3471344055473152,0.19016002575418606,0.3471344055473152,0.3585056233120114,0.44428973332558125,-0.040616431785829396,-0.10431811622347241,-1.9016002575418606e-10,-3.4713440554731517e-10,N
0.8080864709473952,1.0,3.3106790498954997,0.3805759034287276,1.240305583546645,-0.16011516025910924,-0.3471344055473152,0.16011516025910924,0.3471344055473152,0.2655044637758761,0.44428973332558125,-0.03908167866741545,-0.10485293207696238,-1.6011516025910924e-10,-3.4713440554731517e-10,N
0.9187454637439034,1.0,3.2944305895086345,0.3643274430418624,1.240305583546645,-0.1348173173784706,-0.3471344055473152,0.1348173173784706,0.3471344055473152,0.19662905042793435,0.44428973332558125,-0.03759763498130527,-0.1053700772002273,-1.348173173784706e-10,-3.4713440554731517e-10,N
1.0445580485469468,1.0,3.278875847411774,0.34877270094500173,1.240305583546645,-0.11351647798818117,-0.3471344055473152,0.11351647798818117,0.3471344055473152,0.14562084163235867,0.44428973332558125,-0.03616317184404997,-0.10586994497560209,-1.1351647798818116e-10,-3.4713440554731517e-10,N
1.1875993513349699,1.0,3.263985205717781,0.3338820592510087,1.240305583546645,-0.09558112433484021,-0.3471344055473152,0.09558112433484021,0.3471344055473152,0.10784484526353531,0.44428973332558125,-0.03477714330968022,-0.10635293473120294,-9.558112433484021e-11,-3.4713440554731517e-10,N
1.3502286648915254,1.0,3.2497303110574807,0.3196271645907087,1.240305583546645,-0.08047951708000806,-0.3471344055473152,0.08047951708000806,0.3471344055473152,0.07986844822171009,0.44428973332558125,-0.03343839041914021,-0.10681945032982004,-8.047951708000805e-11,-3.4713440554731517e-10,N
1.5351283624779686,1.0,3.236084020591824,0.3059808741250519,1.240305583546645,-0.06776393053027109,-0.3471344055473152,0.06776393053027109,0.3471344055473152,0.05914950321228624,0.44428973332558125,-0.03214574499551506,-0.10726989884639344,-6.776393053027109e-11,-3.4713440554731517e-10,N
