dataset,role,scale_label,total_scale_tokens,log10_scale,index,original_mixture_sum,p_train_the_pile_arxiv,tokens_train_the_pile_arxiv,p_train_the_pile_freelaw,tokens_train_the_pile_freelaw,p_train_the_pile_nih_exporter,tokens_train_the_pile_nih_exporter,p_train_the_pile_pubmed_central,tokens_train_the_pile_pubmed_central,p_train_the_pile_wikipedia_en,tokens_train_the_pile_wikipedia_en,p_train_the_pile_dm_mathematics,tokens_train_the_pile_dm_mathematics,p_train_the_pile_github,tokens_train_the_pile_github,p_train_the_pile_philpapers,tokens_train_the_pile_philpapers,p_train_the_pile_stackexchange,tokens_train_the_pile_stackexchange,p_train_the_pile_enron_emails,tokens_train_the_pile_enron_emails,p_train_the_pile_gutenberg_pg_19,tokens_train_the_pile_gutenberg_pg_19,p_train_the_pile_pile_cc,tokens_train_the_pile_pile_cc,p_train_the_pile_ubuntu_irc,tokens_train_the_pile_ubuntu_irc,p_train_the_pile_europarl,tokens_train_the_pile_europarl,p_train_the_pile_hackernews,tokens_train_the_pile_hackernews,p_train_the_pile_pubmed_abstracts,tokens_train_the_pile_pubmed_abstracts,p_train_the_pile_uspto_backgrounds,tokens_train_the_pile_uspto_backgrounds,p_sum_normalized,mapping_version,quality_score_version,quality_topsis_critic_mapped_raw_0_100,quality_topsis_critic_mapped_mass,quality_topsis_critic_mapped_renorm_0_100,quality_critic_sum_mapped_raw_0_100,quality_critic_sum_mapped_mass,quality_critic_sum_mapped_renorm_0_100,quality_equal_sum_mapped_raw_0_100,quality_equal_sum_mapped_mass,quality_equal_sum_mapped_renorm_0_100,quality_topsis_no_3_cost_mapped_raw_0_100,quality_topsis_no_3_cost_mapped_mass,quality_topsis_no_3_cost_mapped_renorm_0_100,quality_topsis_no_dsir_mapped_raw_0_100,quality_topsis_no_dsir_mapped_mass,quality_topsis_no_dsir_mapped_renorm_0_100,quality_topsis_weight_squared_mapped_raw_0_100,quality_topsis_weight_squared_mapped_mass,quality_topsis_weight_squared_mapped_renorm_0_100,quality_score_model_primary,quality_mapped_raw_0_100,quality_mapped_mass,quality_mapped_renorm_0_100,quality_unmapped_mass,quality_feature_status
A4_A5_train_1m,fit,1M,1000000,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.0,0.0,0.209,209000.0,0.787,787000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,62.34300051393998,0.996,62.5933740099799,65.91743489038302,0.996,66.18216354456126,67.18127832012406,0.996,67.45108265072697,58.61566168565494,0.996,58.85106594945275,61.16185291970346,0.996,61.40748285110789,61.61528689765997,0.996,61.862737849056195,TOPSIS_CRITIC,62.34300051393998,0.996,62.5933740099799,0.0040000000000000036,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,2,0.998,0.0250501002004008,25050.1002004008,0.002004008016032,2004.008016032064,0.0501002004008016,50100.2004008016,0.0,0.0,0.0470941883767535,47094.188376753504,0.0,0.0,0.3046092184368737,304609.2184368737,0.0090180360721442,9018.036072144288,0.003006012024048,3006.012024048096,0.001002004008016,1002.004008016032,0.1032064128256513,103206.41282565128,0.2995991983967935,299599.1983967936,0.0240480961923847,24048.096192384768,0.0400801603206412,40080.16032064128,0.0901803607214428,90180.36072144288,0.001002004008016,1002.004008016032,0.0,0.0,0.9999999999999992,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,45.46835672408782,0.7825651302605208,58.101690154468194,47.30795223508203,0.7825651302605208,60.45241527607155,49.01834881114915,0.7825651302605208,62.63804367929177,42.35729669581409,0.7825651302605208,54.12622548325542,43.697976248364384,0.7825651302605208,55.83941139035553,44.431595017271086,0.7825651302605208,56.77686533577024,TOPSIS_CRITIC,45.46835672408782,0.7825651302605208,58.101690154468194,0.21743486973947923,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,3,1.0,0.679,679000.0,0.0,0.0,0.0,0.0,0.044,44000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.003,3000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.269,269000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,60.668848142667606,0.9480000000000001,63.99667525597848,65.06430063250613,0.9480000000000001,68.63322851530182,64.88654064427291,0.9480000000000001,68.44571797919083,57.54690264479396,0.9480000000000001,60.70348380252527,61.934801695283696,0.9480000000000001,65.33206929882246,60.44987076226756,0.9480000000000001,63.76568645808814,TOPSIS_CRITIC,60.668848142667606,0.9480000000000001,63.99667525597848,0.051999999999999935,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,4,1.001,0.0079920079920079,7992.007992007993,0.0249750249750249,24975.02497502498,0.0,0.0,0.0069930069930069,6993.006993006994,0.0149850149850149,14985.014985014986,0.0,0.0,0.3146853146853147,314685.3146853147,0.0,0.0,0.2157842157842158,215784.2157842158,0.0,0.0,0.1088911088911089,108891.1088911089,0.0059940059940059,5994.005994005995,0.0,0.0,0.0089910089910089,8991.008991008992,0.0,0.0,0.0539460539460539,53946.05394605395,0.2367632367632367,236763.23676323675,0.9999999999999994,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,37.4292662197555,0.6683316683316681,56.004029127018335,38.625153169433176,0.6683316683316681,57.79339061674532,40.10600296842964,0.6683316683316681,60.009131496858124,34.75938416713075,0.6683316683316681,52.009183185796545,35.79080770540594,0.6683316683316681,53.55246414515898,36.564243049687285,0.6683316683316681,54.709726894973066,TOPSIS_CRITIC,37.4292662197555,0.6683316683316681,56.004029127018335,0.3316683316683319,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,5,1.001,0.1928071928071928,192807.19280719283,0.0029970029970029,2997.0029970029973,0.0,0.0,0.0599400599400599,59940.059940059946,0.0099900099900099,9990.009990009992,0.0609390609390609,60939.06093906095,0.0309690309690309,30969.030969030973,0.0,0.0,0.4165834165834166,416583.41658341663,0.0,0.0,0.1278721278721279,127872.1278721279,0.0219780219780219,21978.02197802198,0.0,0.0,0.0079920079920079,7992.007992007993,0.0009990009990009,999.0009990009992,0.0,0.0,0.0669330669330669,66933.06693306695,0.9999999999999993,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,48.676802723482176,0.8001998001998,60.83081089413942,51.36050264408074,0.8001998001998,64.18459818567395,51.92815246398528,0.8001998001998,64.89398329144728,45.961441303473244,0.8001998001998,57.43745661020815,48.21421981762545,0.8001998001998,60.25272663850573,48.33255350884839,0.8001998001998,60.400606819422286,TOPSIS_CRITIC,48.676802723482176,0.8001998001998,60.83081089413942,0.19980019980020003,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,6,0.999,0.5065065065065065,506506.5065065065,0.005005005005005,5005.005005005005,0.0,0.0,0.011011011011011,11011.01101101101,0.1381381381381381,138138.13813813817,0.0,0.0,0.2102102102102102,210210.21021021015,0.0,0.0,0.0,0.0,0.002002002002002,2002.002002002002,0.0,0.0,0.0,0.0,0.026026026026026,26026.026026026026,0.0990990990990991,99099.0990990991,0.0,0.0,0.001001001001001,1001.001001001001,0.001001001001001,1001.001001001001,0.9999999999999998,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,51.655229921932424,0.8548548548548549,60.42573148947364,54.684246996983504,0.8548548548548549,63.9690430327711,55.2372954278911,0.8548548548548549,64.61599312934801,48.72715736183652,0.8548548548548549,57.00050375231227,51.750539281733936,0.8548548548548549,60.537223351817566,51.0940866011547,0.8548548548548549,59.769312077931545,TOPSIS_CRITIC,51.655229921932424,0.8548548548548549,60.42573148947364,0.1451451451451451,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,7,1.0,0.0,0.0,0.0,0.0,0.009,9000.0,0.319,319000.0,0.016,16000.0,0.004,4000.0,0.0,0.0,0.001,1000.0,0.028,28000.0,0.019,19000.0,0.004,4000.0,0.185,185000.0,0.008,8000.0,0.0,0.0,0.004,4000.0,0.001,1000.0,0.402,402000.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,14.82271138746629,0.23299999999999998,63.616787070670775,15.669514818444874,0.23299999999999998,67.25113655984924,16.18980387971159,0.23299999999999998,69.48413682279653,14.055060748273917,0.23299999999999998,60.32214913422282,14.19152617855134,0.23299999999999998,60.90783767618601,14.52767317821433,0.23299999999999998,62.35052866186408,TOPSIS_CRITIC,14.82271138746629,0.23299999999999998,63.616787070670775,0.767,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,8,0.999,0.0,0.0,0.5675675675675675,567567.5675675676,0.014014014014014,14014.014014014014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022022022022022,22022.02202202202,0.0,0.0,0.0,0.0,0.003003003003003,3003.003003003003,0.3933933933933934,393393.39339339343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,25.47750908227513,0.3963963963963964,64.27280700301226,26.982099921644636,0.3963963963963964,68.06847934778533,27.88950005421103,0.3963963963963964,70.35760240948692,24.127721870990268,0.3963963963963964,60.867661992725445,24.424852215203604,0.3963963963963964,61.61724081562727,24.94755726808079,0.3963963963963964,62.9358831081129,TOPSIS_CRITIC,25.47750908227513,0.3963963963963964,64.27280700301226,0.6036036036036037,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828,828000.0,0.003,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,169000.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,0.1833027207612748,0.003,61.10090692042493,0.192400174675731,0.003,64.133391558577,0.19933703302161104,0.003,66.44567767387035,0.17600297286352523,0.003,58.667657621175074,0.17298588391928343,0.003,57.66196130642781,0.17994443295277215,0.003,59.98147765092405,TOPSIS_CRITIC,0.1833027207612748,0.003,61.10090692042493,0.997,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,10,1.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.307,307000.0,0.59,590000.0,0.0,0.0,0.005,5000.0,0.0,0.0,0.036,36000.0,0.0,0.0,0.014,14000.0,0.042,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,42.38773482315968,0.6930000000000001,61.16556251538193,44.515013575613594,0.6930000000000001,64.23522882483924,46.033468444924104,0.6930000000000001,66.42636139238687,40.59285662056991,0.6930000000000001,58.57555067903306,40.18501553073684,0.6930000000000001,57.987035397888654,41.640789373268476,0.6930000000000001,60.08771915334556,TOPSIS_CRITIC,42.38773482315968,0.6930000000000001,61.16556251538193,0.30699999999999994,partial_mapped_proxy
