axis,variant,mode,recipe_index,Q_A,Q_B,delta_Q,delta_p,total_correction,max_share,dominant_domain,min_distance_to_training_L1,p_arxiv,p_freelaw,p_nih_exporter,p_pubmed_central,p_wikipedia_en,p_dm_mathematics,p_github,p_philpapers,p_stackexchange,p_enron_emails,p_gutenberg_pg_19,p_pile_cc,p_ubuntu_irc,p_europarl,p_hackernews,p_pubmed_abstracts,p_uspto_backgrounds
Q_A_topsis_0_1,scale_only,reference,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,scale_only,observed_training,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,scale_only,training_hull,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,scale_only,full_simplex,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,quality_only,reference,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,quality_only,observed_training,444.0,0.6431939714590791,1.0,-0.09071755804031205,0.19928443376820587,-0.09071755804031205,0.995,p_pile_cc,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
Q_A_topsis_0_1,quality_only,training_hull,,0.6431939714590791,1.0,-0.09071755804031205,0.19928443376820587,-0.09071755804031205,0.995,p_pile_cc,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
Q_A_topsis_0_1,quality_only,full_simplex,,0.6431939714590791,1.0,-0.09071755804031205,0.160605471571949,-0.09071755804031205,0.9824776380992207,p_pile_cc,0.02905071780755232,0.0,0.0,0.017522361900779278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824776380992207,0.0,0.0,0.0,0.0,0.0
Q_A_topsis_0_1,v1,reference,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,v1,observed_training,136.0,0.6085468816542872,0.750626356730329,-0.000445474675346256,-0.7073218384105058,-0.7077673130858521,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
Q_A_topsis_0_1,v1,training_hull,,0.6085468816542872,0.750626356730329,-0.000445474675346256,-0.7073218384105058,-0.7077673130858521,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
Q_A_topsis_0_1,v1,full_simplex,,0.6280439836165674,0.8909574314880602,-0.051244662244363276,-4.298039863846116,-4.349284526090479,1.0,p_enron_emails,1.9479479479479476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_A_topsis_0_1,half_p,reference,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,half_p,observed_training,136.0,0.6085468816542872,0.750626356730329,-0.000445474675346256,-0.7073218384105058,-0.35410639388059917,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
Q_A_topsis_0_1,half_p,training_hull,,0.6085468816542872,0.750626356730329,-0.000445474675346256,-0.7073218384105058,-0.35410639388059917,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
Q_A_topsis_0_1,half_p,full_simplex,,0.6280439836165674,0.8909574314880602,-0.051244662244363276,-4.298039863846116,-2.2002645941674213,1.0,p_enron_emails,1.9479479479479476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_A_topsis_0_1,low_p,reference,,0.6083759051961491,0.749395747680061,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
Q_A_topsis_0_1,low_p,observed_training,269.0,0.6395294866470882,0.9736247421234739,-0.08116983901682452,-0.21013446394413154,-0.0916765622140311,0.793,p_pile_cc,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.047,0.0,0.0,0.0,0.793,0.0,0.043,0.0,0.0,0.0
Q_A_topsis_0_1,low_p,training_hull,,0.6395294866470882,0.9736247421234739,-0.08116983901682452,-0.21013446394413154,-0.0916765622140311,0.793,p_pile_cc,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.047,0.0,0.0,0.0,0.793,0.0,0.043,0.0,0.0,0.0
Q_A_topsis_0_1,low_p,full_simplex,,0.6280439836165674,0.8909574314880602,-0.051244662244363276,-4.298039863846116,-0.26614665543666904,1.0,p_enron_emails,1.9479479479479476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality_score_soft_proxy_0_1,scale_only,reference,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,scale_only,observed_training,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,scale_only,training_hull,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,scale_only,full_simplex,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,quality_only,reference,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,quality_only,observed_training,488.0,0.4992687905775103,1.0,-0.18762646760908402,0.2259271557986156,-0.18762646760908402,0.721,p_github,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.721,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality_score_soft_proxy_0_1,quality_only,training_hull,,0.4992687905775103,1.0,-0.18762646760908402,0.2259271557986156,-0.18762646760908402,0.721,p_github,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.721,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality_score_soft_proxy_0_1,quality_only,full_simplex,,0.4992687905775103,1.0,-0.18762646760908402,0.35326115397477853,-0.18762646760908402,0.9992437251622447,p_github,0.01800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.9992437251622447,0.0,0.0,0.0,0.0007562748377553108,0.0,0.0,0.0,0.0,0.0,0.0
quality_score_soft_proxy_0_1,v1,reference,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,v1,observed_training,136.0,0.2158780394573081,0.4713347737687412,0.003747852261996243,-0.7077807952970725,-0.7040329430350762,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
quality_score_soft_proxy_0_1,v1,training_hull,,0.2158780394573081,0.4713347737687412,0.003747852261996243,-0.7077807952970725,-0.7040329430350762,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
quality_score_soft_proxy_0_1,v1,full_simplex,,0.306941825726141,0.6412141963645324,-0.05774769793925715,-4.319911397730137,-4.377659095669395,1.0,p_enron_emails,1.9479479479479476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality_score_soft_proxy_0_1,half_p,reference,,0.2214279307297116,0.4816880916292793,-0.0,0.0,0.0,0.11948759779188559,p_pile_cc,0.6625640338245057,0.11302252583269276,0.09682483215202778,0.005889680217095936,0.11375419105058356,0.07507775607983627,0.025462854097050385,0.11070066007050916,0.005487697351193022,0.09943242344413017,0.0022110330434062142,0.04691494424753535,0.11948759779188559,0.019599998284005875,0.012737064754031515,0.01165082237810866,0.0661811661125716,0.07556475309333585
quality_score_soft_proxy_0_1,half_p,observed_training,136.0,0.2158780394573081,0.4713347737687412,0.003747852261996243,-0.7077807952970725,-0.35014254538654,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
quality_score_soft_proxy_0_1,half_p,training_hull,,0.2158780394573081,0.4713347737687412,0.003747852261996243,-0.7077807952970725,-0.35014254538654,0.2252252252252252,p_dm_mathematics,0.0,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002
