candidate_index,observed_scalar_loss_z,predicted_scalar_loss_z_mean,predicted_scalar_loss_z_median,predicted_scalar_loss_z_min,predicted_scalar_loss_z_max,model_representation_count,predicted_policy_rank,Q_A_p_0_100,Q_A_p_low_0_100,Q_A_p_high_0_100,official_mapped_mass,quality_transfer_status,Q_A_p_is_Q_score,Q0,cost_family,Lctx,budget_flops,feasible_grid_points,frontier_points,best_N_B,best_D_B,best_Q,best_loss,best_total_cost_flops,best_quality_cost_flops,best_base_train_attn_cost_flops,Q_on_lower_bound,Q_on_upper_bound,p_effect_in_ndq_objective,joint_A_B_loss_claim,A_B_row_join,Q1_Q_A_p_to_B6_Q_score_conversion,panel_role
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,2048,1e+19,1332,129,0.3058062134494701,3.65392593484452,0.7000000000000001,3.262556785558509,9.532134076632895e+18,2.370090273489489e+18,7.162043803143408e+18,False,False,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,2048,1e+22,4199,229,8.292643830847549,172.85840650016289,1.0,2.0952933966568046,9.882072517926676e+21,6.942108982714797e+20,9.187861619655196e+21,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,2048,1e+24,4275,234,11.965825,299.893,1.0,2.0219298975598545,2.420502939267967e+22,1.2043903049351129e+21,2.300063908774456e+22,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,4096,1e+19,1323,131,0.3058062134494701,3.65392593484452,0.7000000000000001,3.262556785558509,9.989818353618596e+18,2.370090273489489e+18,7.619728080129107e+18,False,False,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,4096,1e+22,4195,229,11.965825,99.63563236812982,1.0,2.1178869562689053,8.530147299376782e+21,4.001433499623355e+20,8.130003949414447e+21,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,4096,1e+24,4275,236,11.965825,299.893,1.0,2.0219298975598545,2.567486554007423e+22,1.2043903049351129e+21,2.447047523513912e+22,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,8192,1e+19,1255,129,0.3058062134494701,3.65392593484452,0.6,3.2987815290590548,9.805790142722107e+18,1.2706935086216026e+18,8.535096634100506e+18,False,False,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,8192,1e+22,4178,230,11.965825,99.63563236812982,1.0,2.1178869562689053,9.506816004702966e+21,4.001433499623355e+20,9.10667265474063e+21,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,8192,1e+24,4275,237,11.965825,299.893,1.0,2.0219298975598545,2.8614537834863348e+22,1.2043903049351129e+21,2.741014752992824e+22,False,True,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,61.77273999632626,60.65646154121735,62.38710247612599,0.5104895104895104,EXPLORATORY_SEMANTIC_PRIOR,False,0.1,exponential,32768,1e+19,1069,124,0.3058062134494701,2.1061238994135967,0.75,3.398344756480552,9.942840346070686e+18,1.8574962363560745e+18,8.085344109714611e+18,False,False,False,False,False,False,A-side discrete p/Q_A(p) label alongside B-side fixed-budget N-D-Q_score frontier
